"v1","v2","v3","v4","v5","v7_1","v7_2","v7_3","v7_4","v7_5","v7_6","v7_7","v7_8","v8","v9_1","v9_2","v10_1","v10_2","v10_3","v10_4","v10_5","v10_6","v10_7","v10_8","v10_9","v10_10","v10_11","v10_12","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22_1","v22_2","v22_3","v22_4","v22_5","v22_6","v23","v24","v25","v28","v29","v31","v32","v33","v35","v36","v37","v38","v9_3"
7,1,1,1,1,1,0,1,0,1,0,0,0,1000,0,45,1,1,1,1,0,1,1,1,1,1,0,0,3,5,3,3,0,2,3,4,3,2,0,0,0,1,1,0,0,2,0,4,1,1,5,0,4,4,1,2,3,45
5,1,1,1,1,0,1,1,1,1,0,1,1,78,1,0,1,1,1,1,1,1,1,0,1,1,0,0,3,4,3,4,2,1,1,0,3,2,0,0,1,0,0,0,0,3,1,3,1,1,7,0,15,15,1,2,3,60
4,1,1,1,1,0,1,1,0,0,0,1,0,199,1,0,1,1,1,1,1,0,1,1,1,1,0,0,3,5,5,3,2,0,3,2,2,2,0,0,0,0,0,1,0,3,0,2,1,0,7,0,2,2,1,2,2,60
4,1,1,1,1,1,0,1,1,1,0,1,1,1200,1,0,1,1,1,1,1,1,0,1,1,1,0,0,3,5,3,4,2,2,0,1,3,2,0,0,0,0,0,0,0,3,0,3,1,1,6,0,15,15,1,2,3,60
3,1,1,1,1,1,0,1,0,0,0,0,0,499,1,30,1,1,1,1,1,1,0,1,1,1,0,0,3,5,3,4,2,3,0,1,2,3,0,0,1,0,1,1,0,2,1,3,1,1,6,0,8,8,1,1,2,90
5,2,1,1,1,0,1,1,1,1,0,1,1,300,2,0,1,1,1,1,1,0,1,1,1,1,0,0,3,5,5,3,2,0,3,2,NA,3,0,0,1,0,1,1,0,2,1,3,1,1,6,0,12,12,1,1,1,120
6,2,1,1,1,1,0,1,1,1,0,1,1,NA,2,0,1,1,1,1,0,1,0,1,1,1,1,0,3,5,5,2,0,3,0,1,1,3,3,0,1,1,1,1,0,2,1,2,1,0,5,0,15,15,1,2,3,120
5,1,1,1,1,0,1,1,0,0,0,1,1,400,2,0,1,1,1,1,1,1,1,1,1,0,0,0,3,5,5,3,3,3,3,2,2,0,0,0,1,1,1,1,0,3,0,3,1,1,7,0,7,7,1,1,3,120
4,1,1,1,1,1,0,1,0,0,0,0,0,499,2,0,1,1,1,1,1,1,0,1,1,1,0,0,2,5,5,3,2,3,0,2,2,3,0,0,1,1,0,1,0,3,0,4,1,1,6,0,2,2,1,1,3,120
5,1,2,1,1,1,0,1,0,1,0,1,0,1100,2,0,1,1,1,1,1,1,0,1,1,1,0,0,4,5,3,2,3,3,0,2,2,3,0,1,1,1,1,0,0,2,0,3,0,1,6,0,2,2,1,2,3,120
6,2,1,1,1,1,0,0,1,0,0,1,0,1000,3,0,1,1,1,1,1,1,0,1,1,1,0,0,3,5,3,2,3,3,0,1,4,2,0,0,0,0,1,0,0,3,1,4,1,1,6,0,1,1,0,1,3,180
4,1,2,1,1,1,0,0,0,1,0,0,1,700,3,0,1,1,1,1,1,1,1,0,1,1,0,0,3,5,4,3,2,2,3,0,2,2,0,1,1,0,1,1,0,3,1,3,1,1,4,0,10,10,0,1,3,180
6,1,1,1,1,1,0,1,1,1,0,1,1,2800,3,0,1,1,1,1,1,1,0,1,1,1,0,0,3,5,4,3,1,3,0,1,3,2,0,0,1,0,1,1,0,3,1,3,1,1,6,0,16,16,1,1,4,180
5,1,2,1,1,1,0,1,0,1,0,1,1,500,4,0,1,1,1,1,1,1,0,1,1,1,0,0,3,5,2,5,1,2,0,1,1,2,0,0,1,0,1,1,0,2,0,3,1,1,6,0,16,16,1,1,3,240
2,1,1,1,1,1,0,1,0,1,0,1,1,599,4,0,1,1,1,1,1,0,0,1,1,1,1,0,3,5,3,5,2,0,0,1,2,3,1,0,1,0,0,1,0,2,1,3,1,1,6,0,10,10,1,1,3,240
2,1,1,1,1,1,0,1,0,0,0,0,1,699,4,0,1,1,1,1,1,0,1,1,1,1,0,0,3,5,3,5,3,0,3,1,3,1,0,0,0,0,1,0,0,4,1,4,1,1,4,0,2,2,1,2,3,240
4,1,1,1,1,1,0,1,0,1,0,1,0,1000,4,0,1,1,1,1,1,1,1,0,1,1,0,0,3,5,3,5,2,2,2,0,3,3,0,1,1,1,1,1,0,2,1,3,0,1,6,0,5,5,1,1,3,240
4,1,2,1,1,1,0,1,1,0,0,1,0,1399,5,0,1,1,1,1,1,1,0,1,1,1,0,0,2,5,5,3,3,3,0,1,2,3,0,0,1,0,1,1,0,3,0,4,1,1,7,0,9,9,0,1,3,300
3,1,1,1,1,1,0,0,0,0,0,0,0,500,6,0,1,1,1,1,1,0,0,1,1,1,1,0,3,5,3,5,3,0,0,1,3,2,3,1,1,1,1,0,0,4,1,2,1,1,6,0,13,13,1,1,2,360
5,2,1,1,1,1,0,1,0,0,0,0,0,2500,1,1,1,1,1,1,1,1,0,1,1,1,1,0,3,5,4,3,2,3,0,2,3,3,3,1,0,0,1,1,0,3,0,3,1,1,5,0,9,15,1,1,3,61
4,1,1,1,1,0,1,1,0,1,0,1,1,260,2,0,1,1,1,1,1,1,0,1,1,1,1,0,3,5,5,3,3,3,0,1,3,2,2,0,1,1,1,1,0,4,1,4,1,1,7,0,2,2,1,1,3,120
5,1,1,1,1,1,0,1,0,0,0,0,0,700,2,0,1,1,1,1,1,1,1,1,1,1,0,0,3,5,5,3,2,2,3,3,3,3,0,0,1,1,0,1,0,3,0,3,1,1,6,0,2,2,1,2,3,120
5,2,2,1,1,1,0,0,0,1,1,1,0,1300,3,0,1,1,1,1,1,1,0,1,1,1,1,0,3,5,5,3,3,3,0,1,1,2,3,1,1,1,1,1,0,3,1,4,0,1,6,0,2,2,1,1,3,180
3,1,2,1,1,0,1,1,1,1,0,1,0,175,3,0,1,1,1,1,1,0,1,1,1,1,1,0,1,5,3,4,3,0,NA,2,2,3,1,0,0,1,0,1,0,2,0,4,1,1,7,0,2,2,0,2,2,180
4,1,1,1,1,0,1,1,0,1,0,1,1,400,4,0,1,1,1,1,1,1,1,1,1,1,0,0,5,5,3,1,1,1,NA,2,1,2,0,0,1,1,1,1,0,4,0,2,1,1,7,0,9,9,1,2,3,240
5,1,1,1,1,1,0,1,0,0,0,0,0,700,4,0,1,1,1,1,1,1,1,1,1,1,0,0,3,5,3,3,1,4,3,1,2,2,0,0,0,0,0,1,0,3,0,3,1,1,7,0,3,3,1,1,3,240
5,1,2,1,1,1,0,0,0,1,0,0,0,1000,4,0,1,1,1,1,1,1,1,1,1,1,0,0,2,4,4,3,3,3,3,2,2,3,0,0,1,1,0,1,0,3,0,4,1,1,6,0,5,5,0,1,3,240
6,1,1,1,1,1,0,1,0,0,0,1,0,500,5,0,1,1,1,1,1,1,1,1,1,1,0,0,2,5,5,3,3,2,2,2,3,2,0,1,1,1,0,1,0,4,0,4,1,1,5,0,1,1,1,2,2,300
4,1,1,1,1,1,0,1,1,1,0,1,1,699,5,0,1,1,1,1,1,1,1,1,1,1,0,0,3,5,5,3,2,2,2,1,2,2,0,0,1,1,1,1,0,3,0,3,0,1,6,0,1,1,1,2,3,300
4,1,2,1,1,1,0,1,0,1,1,0,1,1500,NA,NA,1,1,1,1,1,1,0,1,1,1,1,0,3,5,NA,3,3,2,0,2,3,2,5,0,1,1,0,1,0,3,0,3,1,1,6,0,15,15,1,2,2,NA
3,2,2,1,1,0,1,1,0,0,0,1,0,500,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,3,1,1,6,0,1,1,0,1,3,60
6,1,2,1,1,0,1,1,0,0,0,0,1,199,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,0,0,6,0,3,3,0,1,3,120
6,2,1,1,1,1,0,0,0,0,0,0,0,799,3,0,1,1,1,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,1,4,0,9,9,1,2,1,180
6,2,1,1,1,1,0,1,0,1,0,1,0,699,5,0,1,1,1,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,0,0,3,0,9,9,1,1,2,300
3,1,1,1,1,1,0,0,0,0,0,0,0,499,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,1,0,4,0,12,12,1,1,2,360
2,1,2,1,1,1,0,0,0,0,0,0,1,1500,8,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,4,0,1,1,1,1,1,480
3,1,1,1,1,1,0,1,0,1,0,0,0,1500,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,2,1,1,4,0,9,9,0,1,2,600
6,1,1,1,1,1,0,0,0,0,0,0,0,400,1,0,1,1,1,1,0,0,0,0,0,0,0,0,2,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,10,10,1,1,1,60
6,1,1,1,1,1,0,1,0,0,0,0,0,699,1,0,1,1,1,1,0,0,0,0,0,0,0,0,3,4,4,4,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,1,1,4,0,16,16,1,2,1,60
3,1,2,1,1,1,0,0,0,1,0,0,1,700,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,5,5,5,0,3,0,0,0,0,0,1,1,1,1,1,0,3,0,3,0,0,4,0,20,20,1,1,4,60
4,1,1,1,1,1,0,1,0,0,0,0,0,1000,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,5,5,5,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,3,1,1,4,0,11,9,0,1,2,120
4,1,1,1,1,1,0,1,0,0,0,0,0,1032,2,0,1,1,1,1,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,4,0,1,4,0,2,2,1,1,2,120
4,1,2,1,1,1,0,0,0,1,0,1,0,599,3,0,1,1,1,1,0,0,0,0,0,0,0,0,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,1,6,0,5,5,1,2,3,180
5,1,2,1,1,1,0,1,0,0,0,1,1,1000,3,0,1,1,0,1,1,0,0,0,0,0,0,0,4,5,0,5,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,4,0,0,3,0,1,1,1,1,2,180
1,1,1,1,1,0,1,1,0,1,0,1,1,NA,3,30,1,1,1,1,0,0,0,0,0,0,0,0,3,5,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,1,3,0,16,16,1,2,3,210
6,2,1,1,1,1,0,0,0,0,0,0,0,1000,4,0,1,1,1,0,0,0,0,1,0,0,0,0,5,5,5,0,0,0,0,2,0,0,0,0,1,1,1,1,0,1,0,3,0,1,5,0,1,1,1,1,3,240
4,1,2,1,1,1,0,0,1,0,0,1,1,1000,4,0,1,1,1,1,0,0,0,0,0,0,0,0,4,5,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,1,4,0,6,6,1,1,1,240
4,1,1,1,1,1,0,0,0,0,0,0,0,1300,4,0,1,1,1,0,1,0,0,0,0,0,0,0,5,5,5,0,2,0,0,0,0,0,0,1,1,1,1,0,0,3,0,3,1,1,6,0,9,9,1,1,2,240
2,1,1,1,1,1,0,1,0,1,0,1,1,NA,5,0,1,1,1,1,0,0,0,0,0,0,0,0,2,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1,5,0,17,17,1,2,3,300
4,1,2,1,1,1,0,0,0,1,1,1,1,1300,6,0,0,1,1,1,0,0,0,0,1,0,0,0,0,5,5,5,0,0,0,0,3,0,0,1,1,0,1,0,0,3,1,3,0,1,6,0,2,2,1,1,2,360
3,1,2,1,1,1,0,0,0,0,0,0,1,700,7,0,1,1,1,1,0,0,0,0,0,0,0,0,2,5,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,3,1,1,6,0,5,5,1,2,2,420
4,1,2,1,1,1,0,1,0,0,0,0,1,500,12,0,1,1,1,1,0,0,0,0,0,0,0,0,3,5,5,5,0,0,0,0,0,0,0,1,1,1,0,1,0,4,0,3,1,1,3,0,9,9,1,2,2,720
3,1,1,1,1,1,0,0,0,0,0,0,0,750,16,0,1,1,1,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,3,1,1,4,0,15,15,1,1,1,960
2,1,1,1,1,1,0,0,0,0,0,0,0,660,18,0,1,1,1,1,0,0,0,0,0,0,0,0,2,5,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,1,1,4,0,5,5,1,1,3,1080
5,1,1,1,1,1,0,0,0,0,0,0,0,699,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,NA,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,3,0,17,17,1,2,2,NA
6,1,2,1,1,1,0,0,0,0,0,0,0,1199,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,3,5,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,NA,0,1,3,0,15,15,0,1,3,NA
6,1,1,1,1,1,0,1,0,0,0,0,1,1000,0,15,1,1,1,1,0,0,0,1,0,0,0,0,3,5,5,5,0,0,0,3,0,0,0,0,1,0,0,1,0,3,0,3,1,1,4,0,10,10,1,1,2,15
6,2,1,1,1,1,0,1,0,0,0,0,0,1500,0,35,1,1,1,1,1,0,0,0,0,0,0,0,5,5,5,3,2,0,0,0,0,0,0,0,1,1,1,1,0,3,0,4,1,1,7,0,19,19,0,1,3,35
8,1,1,1,1,1,0,1,0,1,0,0,0,699,0,40,1,1,1,0,1,0,0,0,1,0,0,0,4,5,4,0,3,0,0,0,3,0,0,0,1,0,0,0,0,2,0,3,1,1,7,0,9,9,1,1,1,40
5,2,1,1,1,0,1,1,1,1,0,1,1,250,1,0,1,1,1,1,0,0,0,1,0,0,0,0,2,4,4,4,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,3,1,1,6,0,16,16,1,2,2,60
7,2,1,1,1,1,0,0,0,0,0,0,0,588,1,0,1,1,1,1,0,0,0,0,1,0,0,0,3,5,4,5,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,3,0,1,3,0,3,3,1,2,2,60
6,2,1,1,1,0,1,1,0,0,0,0,0,650,1,0,1,1,1,0,0,0,0,0,1,1,0,0,5,5,5,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,3,0,2,1,1,7,0,1,1,1,2,3,60
4,1,1,1,1,1,0,0,0,0,0,0,1,750,1,0,1,1,1,1,0,0,0,1,0,0,0,0,3,5,4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,4,0,15,15,1,2,1,60
5,1,2,1,1,1,0,0,0,0,0,0,0,1100,1,0,1,1,1,1,0,0,0,0,0,1,0,0,5,5,4,3,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,3,1,0,3,0,5,5,0,2,2,60
2,1,1,1,1,1,0,0,0,0,0,1,1,999,1,15,1,1,1,1,0,0,0,0,0,1,0,0,5,5,5,5,0,0,0,0,0,2,0,1,1,1,1,1,0,3,1,3,0,1,6,0,2,2,1,2,3,75
1,2,1,1,1,0,1,0,1,0,0,0,1,NA,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,5,4,5,3,0,0,0,1,0,0,0,0,0,0,1,0,3,1,3,0,1,3,0,13,13,1,1,3,120
3,1,1,1,1,1,0,1,0,0,0,0,0,700,2,0,1,1,1,1,0,0,0,0,0,1,0,0,4,4,5,4,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,4,0,0,6,0,9,9,1,1,3,120
5,1,2,1,1,1,0,0,0,0,0,0,0,999,2,0,1,1,1,1,0,0,0,1,0,0,0,0,5,5,3,5,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,3,0,1,4,0,8,8,0,1,1,120
3,1,2,1,1,1,0,1,1,0,0,0,0,200,2,30,1,1,1,1,0,0,0,0,0,1,0,0,4,5,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,1,1,6,0,15,15,1,2,3,150
6,1,1,1,1,1,0,1,0,0,0,0,0,399,2,30,1,1,1,1,0,0,0,1,0,0,0,0,3,5,4,5,0,0,0,NA,0,0,0,0,1,0,1,0,0,3,0,3,1,1,4,0,15,15,1,1,3,150
5,1,1,1,1,1,0,1,1,1,0,1,1,900,3,0,1,1,1,1,0,0,0,0,0,1,0,0,5,5,3,4,0,0,0,0,0,2,0,1,0,1,0,1,0,3,0,3,1,1,5,0,16,16,1,2,1,180
5,1,1,1,1,1,0,1,0,0,0,0,0,1000,3,0,1,1,1,0,0,0,0,0,1,1,0,0,5,5,5,0,0,0,0,0,3,3,0,1,1,1,1,0,0,3,1,3,1,1,6,0,2,2,0,1,2,180
7,1,1,1,1,1,0,0,1,1,0,1,0,1100,3,0,1,1,1,1,1,0,0,0,0,0,0,0,5,5,5,3,1,0,0,0,0,0,0,1,1,1,1,1,0,3,0,4,1,1,7,0,16,16,1,2,2,180
6,1,1,1,1,1,0,1,0,0,0,0,0,1100,3,0,1,1,1,0,0,1,0,1,0,0,0,0,5,5,5,0,0,3,0,1,0,0,0,0,0,0,1,0,0,3,0,3,1,1,6,0,16,12,1,1,1,180
5,1,1,1,1,1,0,1,1,1,0,1,0,1500,3,0,1,1,1,1,1,0,0,0,0,0,0,0,3,5,4,4,2,0,0,0,0,0,0,0,1,0,0,1,0,2,0,3,1,1,5,0,8,8,1,2,2,180
5,1,2,1,1,1,0,1,0,0,0,0,0,499,4,0,1,1,1,1,1,0,0,0,0,0,0,0,5,5,5,5,3,0,0,0,0,0,0,0,1,1,1,1,0,4,1,3,1,1,6,0,6,6,1,1,3,240
2,1,1,1,1,1,0,1,1,0,0,0,1,699,4,0,0,1,1,1,0,0,0,1,0,1,0,0,0,4,4,5,0,0,0,1,0,1,0,0,1,1,1,1,0,2,1,2,1,1,4,0,21,21,1,2,3,240
6,1,1,1,1,1,0,1,0,0,0,0,0,999,4,0,0,1,1,1,0,0,0,0,1,1,0,0,0,5,5,5,0,0,0,0,3,2,0,0,1,0,0,1,0,2,0,4,1,1,4,0,17,17,1,2,2,240
2,1,1,1,1,0,1,1,0,0,1,1,1,500,5,0,1,1,1,1,0,0,0,0,0,1,0,0,4,4,3,4,0,0,0,0,0,3,0,0,0,0,1,1,0,3,0,2,1,1,4,0,2,2,1,1,3,300
3,1,1,1,1,1,0,1,0,0,0,0,0,1063,5,0,0,1,1,1,0,0,0,0,1,1,0,0,0,5,5,5,0,0,0,0,3,2,0,0,1,0,1,1,0,3,1,2,1,1,6,0,7,7,1,1,2,300
3,1,2,1,1,1,0,1,0,1,1,1,1,NA,5,0,1,1,1,1,0,0,0,0,0,1,0,0,3,5,5,5,0,0,0,0,0,3,0,1,1,1,1,0,0,3,0,3,1,1,6,0,16,16,0,2,3,300
7,1,1,1,1,1,0,0,0,0,0,0,0,500,6,0,1,1,1,1,0,0,0,0,1,0,0,0,3,5,5,5,0,0,0,0,3,0,0,0,1,0,0,0,0,4,1,1,1,1,4,0,1,1,1,2,3,360
2,1,1,1,1,1,0,0,1,1,0,1,0,588,6,0,1,1,1,1,0,0,0,0,0,1,0,0,4,5,5,5,0,0,0,0,0,3,0,0,1,0,0,1,0,3,1,3,1,1,4,0,10,10,1,1,1,360
7,1,1,1,1,1,0,0,0,0,0,0,1,699,6,0,1,1,1,1,1,0,0,0,0,0,0,0,2,5,5,5,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,1,4,0,16,16,1,2,1,360
6,1,1,1,1,1,0,1,0,0,0,0,0,1300,6,0,1,1,1,1,0,0,0,1,0,0,0,0,5,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,0,1,4,0,2,2,1,1,3,360
7,1,1,1,1,1,0,0,0,0,0,0,0,NA,6,0,1,1,1,1,0,0,0,0,0,1,0,0,5,5,5,5,0,0,0,0,0,3,0,0,1,0,0,1,0,3,0,2,1,1,3,0,16,16,1,2,2,360
3,1,1,1,1,1,0,1,0,1,0,0,0,2000,18,0,1,1,1,1,1,0,0,0,0,0,0,0,4,4,5,5,3,0,0,0,0,0,0,1,0,1,1,1,0,2,0,3,0,0,7,0,17,17,0,1,2,1080
5,1,2,1,1,0,1,0,0,1,0,1,0,500,NA,NA,1,1,1,1,0,0,0,0,1,0,0,0,2,5,5,4,0,0,0,0,3,0,0,0,1,1,1,1,0,2,NA,3,1,1,6,0,8,8,0,1,3,NA
4,1,1,1,1,1,0,0,0,0,0,0,0,510,1,0,1,1,1,1,0,0,0,0,1,1,0,0,3,5,5,5,0,0,0,0,1,1,0,1,1,1,1,1,0,3,0,3,1,1,6,0,2,2,1,1,4,60
5,1,1,1,1,1,0,0,0,0,0,0,0,600,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,4,5,4,2,0,0,1,3,0,0,0,0,0,1,1,0,1,0,1,1,1,6,0,15,15,1,1,1,60
4,1,1,1,1,1,0,0,0,0,0,0,0,1100,1,0,1,1,1,0,0,1,0,0,0,1,1,0,4,5,5,0,0,2,0,0,0,3,2,0,1,1,1,1,0,3,0,2,1,1,7,0,17,17,1,1,3,60
6,1,1,1,1,1,0,0,0,0,0,0,0,1400,1,0,1,1,1,1,0,0,0,1,1,0,0,0,5,5,4,3,0,0,0,2,3,0,0,0,0,0,0,1,0,2,0,2,0,1,6,0,2,2,1,1,2,60
6,1,1,1,1,0,1,0,0,1,0,0,1,NA,1,0,1,1,1,1,0,1,0,0,0,1,0,0,3,5,5,5,0,1,0,0,0,1,0,0,1,0,0,1,0,2,0,2,0,1,4,0,6,6,1,2,2,60
4,1,2,1,1,1,0,0,0,0,0,0,0,NA,1,0,1,1,1,1,0,0,0,0,1,1,0,0,5,5,5,5,0,0,0,0,3,2,0,0,1,1,0,1,0,1,0,3,0,1,6,0,5,5,1,2,3,60
6,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,3,5,5,5,0,0,0,NA,2,0,0,0,0,0,1,1,0,3,0,2,1,1,6,0,2,2,1,2,3,60
6,2,1,1,1,1,0,1,1,1,0,0,0,500,2,0,1,1,1,1,1,0,0,0,1,0,0,0,3,5,5,4,2,0,0,0,3,0,0,0,1,0,1,1,0,3,0,4,1,1,5,0,1,1,1,1,3,120
6,2,1,1,1,1,0,0,0,0,0,1,0,1400,2,0,1,1,1,1,1,0,0,0,1,0,0,0,5,5,5,1,1,0,0,0,1,0,0,1,1,0,1,1,0,3,1,2,0,1,4,0,15,15,1,2,2,120
1,1,2,1,1,0,1,1,1,0,1,1,1,200,2,0,1,1,1,1,0,0,1,0,0,1,0,0,4,5,4,5,0,0,3,0,0,2,0,0,1,1,0,0,0,3,1,3,1,1,3,0,19,19,1,1,3,120
6,1,1,1,1,0,1,1,0,1,0,0,1,399,2,0,1,1,1,1,0,1,0,1,0,0,0,0,5,5,3,5,0,2,0,1,0,0,0,0,0,0,0,1,0,NA,0,NA,0,0,3,0,8,8,1,1,2,120
6,1,1,1,1,0,1,1,0,0,1,0,0,399,2,0,1,1,1,1,0,0,0,1,0,1,0,0,2,5,5,4,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0,3,1,1,4,0,13,13,1,2,2,120
5,1,1,1,1,1,0,0,0,0,0,0,0,465,2,0,1,1,1,1,0,0,0,0,1,1,0,0,3,5,5,5,0,0,0,0,2,3,0,1,1,1,1,1,0,3,0,2,0,0,6,0,2,2,1,2,1,120
4,1,1,1,1,1,0,0,1,1,0,1,1,499,2,0,1,1,1,0,1,0,0,0,1,1,0,0,4,4,5,0,3,0,0,0,3,2,0,0,1,0,1,0,0,3,0,3,1,1,6,0,2,2,1,2,3,120
5,1,1,1,1,1,0,0,0,0,0,0,0,499,2,0,1,1,1,1,1,0,0,0,0,1,0,0,4,5,5,3,1,0,0,0,0,1,0,0,1,0,0,1,0,4,1,4,0,1,7,0,10,10,1,2,2,120
5,1,1,1,1,1,0,0,0,0,0,1,0,499,2,0,1,1,1,1,0,0,0,1,0,1,0,0,4,5,5,5,0,0,0,1,0,3,0,1,1,0,1,1,0,2,1,4,1,1,6,0,16,16,1,2,2,120
7,1,1,1,1,1,0,1,0,1,0,1,1,650,2,0,1,1,1,1,0,0,0,0,1,1,0,0,2,5,5,4,0,0,0,0,3,2,0,0,1,0,1,1,0,3,0,2,1,1,6,0,1,1,0,2,2,120
4,1,1,1,1,1,0,0,0,0,0,0,0,695,2,0,1,1,1,1,0,0,1,0,1,0,0,0,1,5,5,5,0,0,2,0,1,0,0,0,1,0,0,1,0,2,0,3,1,1,6,0,9,9,0,1,3,120
5,1,2,1,1,1,0,1,0,1,0,0,1,1000,2,0,1,1,1,1,0,1,0,0,0,1,0,0,3,5,4,4,0,2,0,0,0,3,0,0,1,1,0,0,0,3,0,3,1,1,6,0,2,2,0,1,3,120
5,1,2,1,1,1,0,1,0,0,0,0,0,1700,2,0,1,1,1,1,1,0,0,0,1,0,0,0,3,5,5,5,1,0,0,0,1,0,0,0,1,0,1,1,0,3,0,3,1,1,4,0,6,6,1,2,3,120
3,1,2,1,1,1,0,1,0,1,0,1,0,NA,2,0,1,1,1,1,1,0,0,0,0,1,0,0,5,5,5,5,2,0,0,0,0,2,0,0,1,1,1,0,0,3,0,3,1,1,6,0,2,1,0,1,3,120
6,2,1,1,1,1,0,1,0,0,0,0,0,500,2,30,1,1,1,1,0,0,0,1,0,1,0,0,2,5,5,4,0,0,0,2,0,2,0,0,0,1,1,1,0,3,0,2,1,1,6,0,10,10,1,1,2,150
5,2,1,1,1,1,0,0,0,0,0,0,0,600,2,30,1,1,1,1,0,0,0,0,1,1,0,0,5,5,3,4,0,0,0,0,3,3,0,0,0,0,1,1,0,3,0,3,1,1,5,1,2,2,1,1,1,150
6,1,1,1,1,0,1,1,0,0,0,1,0,499,2,30,1,1,1,1,0,1,0,1,0,0,0,0,4,5,5,5,0,3,0,1,0,0,0,1,0,1,1,1,0,3,0,1,0,1,4,0,2,2,1,2,2,150
5,3,2,1,1,1,0,0,0,0,0,0,0,699,3,0,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,4,2,0,0,0,2,0,0,0,0,0,1,1,0,3,0,3,1,1,3,0,5,5,1,1,1,180
5,3,2,1,1,1,0,0,0,0,0,0,0,4000,3,0,1,1,1,1,0,0,0,0,1,1,0,0,5,5,3,5,0,0,0,0,1,3,0,1,1,1,1,1,0,3,1,3,1,1,5,0,5,5,1,1,1,180
6,1,1,1,1,1,0,0,0,0,0,0,0,577,3,0,1,1,1,1,0,0,0,0,1,1,0,0,5,5,3,4,0,0,0,0,NA,NA,0,0,1,0,1,0,0,2,0,1,0,1,4,1,8,8,1,2,4,180
2,1,1,1,1,1,0,1,0,0,0,0,0,699,3,0,1,1,1,1,1,0,0,0,0,1,0,0,3,5,4,5,3,0,0,0,0,2,0,0,1,1,1,1,0,3,1,3,1,1,4,0,2,2,1,1,2,180
4,1,1,1,1,1,0,1,0,1,0,1,0,700,3,0,1,1,1,1,0,1,0,0,0,1,0,0,3,5,5,5,0,3,0,0,0,3,0,1,1,1,1,1,0,2,0,3,1,1,6,0,1,1,1,1,3,180
2,1,1,1,1,1,0,1,0,1,0,0,1,NA,3,0,1,1,1,1,0,0,0,0,1,1,0,0,3,5,5,5,0,0,0,0,2,3,0,0,1,0,0,1,0,3,1,3,1,0,4,0,2,2,1,1,3,180
