"v1","v2","v3","v4","v5","v7_1","v7_2","v7_3","v7_4","v7_5","v7_6","v7_7","v7_8","v8","v9_1","v9_2","v10_1","v10_2","v10_3","v10_4","v10_5","v10_6","v10_7","v10_8","v10_9","v10_10","v10_11","v10_12","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22_1","v22_2","v22_3","v22_4","v22_5","v22_6","v23","v24","v25","v28","v29","v31","v32","v33","v35","v36","v37","v38","v9_3"
5,1,2,1,1,1,0,0,0,0,0,0,0,1450,4,0,1,1,1,1,1,1,1,1,1,1,0,0,4,5,5,5,2,3,3,1,4,2,0,0,1,1,1,1,0,2,0,3,1,1,6,0,9,9,1,1,3,240
3,1,1,1,1,1,0,0,0,0,0,0,0,499,4,30,1,1,1,1,1,1,1,1,0,1,1,0,4,5,5,3,5,3,3,2,0,5,5,1,1,1,1,1,0,3,1,4,1,1,6,0,16,16,1,2,2,270
3,1,2,1,1,1,0,0,0,1,1,1,1,700,4,30,1,1,1,1,1,1,1,0,1,1,1,0,4,5,4,4,3,3,4,0,4,3,3,1,0,0,0,0,0,3,1,3,1,1,6,0,2,2,0,2,2,270
3,1,2,1,1,1,0,1,0,0,0,0,0,1000,5,0,1,1,1,1,1,1,0,1,1,1,1,0,5,5,5,5,4,4,0,4,4,4,4,0,1,1,1,1,0,3,0,3,1,1,7,0,1,1,0,1,3,300
3,1,1,1,1,1,0,1,0,0,0,0,0,460,5,0,1,1,1,1,1,1,1,1,1,0,1,0,3,5,5,5,2,4,3,4,3,0,5,0,1,0,1,1,0,1,0,3,1,1,6,0,16,15,1,1,3,300
3,1,2,1,1,1,0,0,0,0,0,0,0,1000,5,0,1,1,1,1,1,1,0,1,1,1,1,0,4,5,5,5,2,4,0,1,1,1,1,0,1,1,1,0,0,2,1,4,1,1,6,0,2,2,0,1,3,300
4,3,2,1,1,1,0,0,0,0,0,1,0,2500,6,0,1,1,1,1,1,1,1,1,1,1,0,0,4,5,5,5,5,5,3,3,3,3,0,0,1,1,1,0,0,3,0,3,1,1,6,0,2,2,0,1,2,360
5,3,1,1,1,1,0,1,0,0,0,0,1,5300,6,0,1,1,1,1,1,1,0,1,1,1,1,0,5,5,5,5,5,5,0,3,4,2,5,0,1,0,1,1,0,4,0,4,1,1,6,0,1,1,1,2,3,360
3,1,1,1,1,1,0,1,0,1,0,1,1,499,6,0,1,1,1,1,1,1,1,1,1,1,0,0,3,5,5,5,3,4,3,2,3,3,0,1,1,1,1,1,0,2,1,3,1,1,6,0,16,16,1,2,3,360
4,1,1,1,1,1,0,1,0,0,0,0,1,699,6,0,1,1,1,1,1,1,1,1,1,1,0,0,5,5,5,5,5,5,5,3,5,5,0,0,1,1,1,1,0,3,0,3,1,1,7,0,1,1,1,1,3,360
4,1,2,1,1,1,0,0,1,1,0,1,0,699,6,0,1,1,1,1,1,1,0,1,1,1,1,0,3,5,5,5,3,3,0,2,4,3,3,1,0,1,1,1,0,3,1,3,1,1,7,0,2,2,0,1,3,360
3,1,1,1,1,1,0,1,0,1,0,1,0,700,6,0,1,1,1,1,1,1,1,1,1,1,0,0,5,5,5,5,3,3,3,3,5,3,0,0,1,0,1,1,0,2,0,3,1,1,6,0,2,2,1,2,3,360
3,1,1,1,1,1,0,0,0,1,0,1,1,700,6,0,1,1,1,1,1,1,0,1,1,1,1,0,5,5,5,5,4,2,0,1,4,4,2,0,1,0,1,1,0,3,1,3,1,1,6,0,16,16,1,2,2,360
4,1,2,1,1,1,0,1,0,1,0,1,1,750,6,0,1,1,1,1,1,1,0,1,1,1,1,0,5,5,5,5,4,5,0,2,3,3,3,1,1,1,1,1,0,4,1,3,1,1,6,0,1,1,1,1,3,360
3,1,1,1,1,1,0,0,0,1,0,1,1,799,6,0,1,1,1,1,1,1,0,1,1,1,1,0,3,5,5,5,3,3,0,5,3,2,2,0,1,0,0,0,0,3,0,3,0,1,3,0,2,2,0,1,2,360
3,1,1,1,1,1,0,1,1,1,0,1,1,1000,6,0,1,1,1,1,1,1,1,1,1,1,0,0,5,5,5,5,3,4,4,4,3,4,0,1,1,0,1,1,0,2,1,3,1,1,7,0,14,14,1,2,3,360
6,1,1,1,1,1,0,1,0,1,0,1,1,1200,6,0,1,1,1,1,1,1,0,1,1,1,1,0,3,5,5,3,3,2,0,2,5,2,2,1,1,1,1,1,0,3,0,3,1,1,5,0,5,5,1,1,3,360
3,1,2,1,1,1,0,1,1,1,0,1,1,1800,6,0,1,1,1,1,1,1,1,0,1,1,1,0,5,5,5,5,5,5,5,0,5,5,5,0,1,1,1,1,0,2,1,4,1,1,6,0,9,9,0,1,3,360
4,2,2,1,1,1,0,0,0,0,0,0,0,1250,7,0,1,1,1,1,1,1,1,1,1,1,0,0,5,5,5,5,5,5,5,5,3,5,0,1,1,1,1,1,0,2,1,3,1,1,7,0,5,5,1,1,3,420
5,2,1,1,1,1,0,1,1,1,1,0,1,1450,7,0,1,1,1,1,1,1,0,1,1,1,1,0,5,5,5,5,4,4,0,1,5,3,3,0,1,1,0,1,0,2,0,3,0,1,4,0,2,16,1,1,3,420
4,1,1,1,1,1,0,1,0,0,0,1,1,900,7,0,1,1,1,1,1,1,1,1,1,1,0,0,3,5,5,5,3,5,3,3,4,3,0,1,1,0,0,1,0,3,0,3,0,1,6,0,9,9,1,2,3,420
4,2,1,1,1,1,0,0,0,0,0,0,0,500,8,0,1,1,1,1,1,1,1,1,1,1,0,0,5,5,5,5,5,5,4,3,3,3,0,1,1,1,0,1,0,2,1,4,1,1,7,0,9,9,1,1,3,480
3,1,1,1,1,1,0,0,0,0,0,0,0,499,8,0,1,1,1,1,1,1,1,1,1,1,0,0,3,5,5,5,1,2,2,2,4,2,0,0,1,0,1,1,0,3,0,4,1,1,6,0,20,20,1,2,3,480
5,1,1,1,1,1,0,1,0,0,0,1,0,599,8,0,1,1,1,1,1,1,1,1,1,1,0,0,5,5,5,5,3,5,4,2,4,5,0,1,1,0,1,0,0,3,1,3,1,1,5,0,2,2,1,1,3,480
3,1,2,1,1,1,0,1,0,0,0,1,1,1399,8,0,1,1,1,1,1,1,1,1,1,1,0,0,3,5,4,4,3,4,3,3,4,3,0,0,1,1,1,1,0,3,0,3,1,1,6,0,15,15,0,2,2,480
4,1,1,1,1,1,0,0,0,1,0,1,1,1400,8,0,1,1,1,1,1,1,1,1,1,1,0,0,5,5,5,5,3,5,3,1,3,5,0,0,1,1,0,1,0,4,0,4,1,1,6,0,1,1,0,1,3,480
3,2,1,1,1,1,0,1,0,1,1,1,1,998,10,0,1,1,1,1,1,1,1,1,1,1,0,0,5,5,5,5,5,3,5,5,2,5,0,0,1,0,1,0,0,1,0,1,1,1,6,0,2,2,1,1,3,600
4,1,1,1,1,1,0,1,0,1,0,1,1,499,10,0,1,1,1,1,1,1,1,1,1,1,0,0,5,5,5,5,3,5,4,1,3,3,0,1,0,1,1,1,0,1,1,4,1,1,5,0,1,2,1,1,3,600
4,1,2,1,1,1,0,0,0,0,0,0,0,700,10,0,1,1,1,1,1,1,0,1,1,1,1,0,5,5,5,5,5,5,0,1,5,5,5,0,1,1,1,1,0,NA,0,2,0,1,4,0,19,19,1,1,1,600
2,1,2,1,1,1,0,0,0,0,0,1,1,NA,10,0,1,1,1,1,1,1,1,0,1,1,1,0,5,5,5,5,4,3,3,0,5,3,3,1,1,1,1,1,0,4,1,4,1,1,6,0,2,2,0,2,3,600
2,2,2,1,1,1,0,1,0,1,1,1,1,550,12,0,1,1,1,1,1,1,1,0,1,1,1,0,4,5,5,4,2,2,3,0,5,3,4,1,0,0,0,1,0,2,0,3,1,1,5,0,5,5,1,2,2,720
4,1,1,1,1,1,0,1,0,0,0,0,0,399,12,0,1,1,1,1,1,1,1,1,1,1,0,0,5,5,5,5,5,5,5,2,5,5,0,1,1,1,1,1,0,2,1,1,1,1,6,0,2,1,1,1,3,720
3,1,1,1,1,1,0,0,0,0,0,0,1,499,12,0,1,1,1,1,1,1,1,0,1,1,1,0,5,5,5,5,3,4,2,0,3,3,2,0,1,1,1,1,0,3,0,4,1,1,4,0,9,9,1,1,3,720
3,1,1,1,1,1,0,1,0,0,0,1,0,699,12,0,1,1,1,1,1,1,1,1,1,1,0,0,2,5,5,5,2,2,1,2,4,1,0,1,1,1,1,1,0,2,1,2,1,1,6,0,13,13,1,2,3,720
6,1,1,1,1,1,0,1,0,0,0,0,0,1000,12,0,1,1,1,1,1,1,1,1,1,1,0,0,2,5,5,5,2,1,4,1,1,5,0,1,1,1,1,0,0,4,0,4,1,1,6,0,2,2,0,2,3,720
4,1,1,1,1,0,0,1,1,1,0,1,1,0,12,0,1,1,1,1,1,1,1,1,1,1,0,0,4,5,5,3,2,2,4,4,2,5,0,0,1,0,1,1,0,3,1,3,1,1,6,0,1,1,1,1,2,720
3,1,2,1,1,1,0,1,0,1,0,1,1,700,15,0,1,1,1,1,1,1,0,1,1,1,1,0,4,5,5,5,3,4,0,2,4,4,4,1,1,1,1,1,0,1,0,4,0,1,4,0,16,16,1,2,3,900
3,2,2,1,1,1,0,1,0,1,0,0,1,2500,16,0,1,1,1,1,1,1,1,1,1,1,0,0,5,5,5,5,3,3,4,1,4,5,0,1,0,1,0,0,0,3,1,3,1,1,6,0,9,9,1,2,2,960
4,2,2,1,1,1,0,1,1,1,1,1,1,369,NA,NA,1,1,1,1,1,1,1,1,1,1,0,0,4,5,4,3,2,3,4,5,2,2,0,0,1,1,1,0,0,3,0,3,1,1,7,0,2,2,0,1,3,NA
4,1,2,1,1,1,0,0,0,0,0,0,0,699,NA,NA,1,1,1,1,1,1,1,0,1,1,1,0,3,5,4,5,4,3,3,0,4,3,3,0,1,1,1,1,0,2,0,3,0,1,6,0,9,9,1,2,3,NA
5,1,1,1,1,1,0,0,0,0,0,0,0,750,NA,NA,1,1,1,1,0,1,1,1,1,1,1,0,4,5,5,4,0,NA,4,NA,3,4,2,0,0,0,0,0,0,NA,0,4,1,1,6,0,2,2,1,2,3,NA
3,1,2,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,0,1,1,1,1,0,4,5,5,5,5,2,0,NA,2,5,1,0,1,0,1,1,0,1,0,1,1,1,6,0,5,5,0,2,3,NA
4,1,2,1,1,1,0,0,0,0,0,0,1,1000,0,30,1,1,1,1,1,1,1,1,1,1,1,0,3,5,5,4,2,3,3,2,5,3,3,0,1,0,1,1,0,3,0,4,0,1,6,0,9,9,1,2,3,30
7,1,1,1,1,0,1,1,1,1,0,1,1,399,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,5,5,5,3,5,2,1,2,2,2,1,1,0,1,1,0,3,0,3,1,1,6,0,1,1,1,2,3,60
3,1,2,1,1,1,0,1,1,1,0,1,1,600,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,3,2,5,5,5,0,1,0,1,1,0,3,0,4,1,1,6,0,15,15,1,1,3,60
3,2,2,1,1,1,0,1,0,0,0,1,0,499,1,30,1,1,1,1,1,1,1,1,1,1,1,0,5,4,5,4,3,3,3,2,1,4,4,0,1,0,1,1,0,1,0,4,1,1,6,0,16,16,0,1,3,90
5,3,1,1,1,1,0,0,1,1,0,1,1,299,2,0,1,1,1,1,1,1,1,1,1,1,1,0,4,5,5,3,3,4,2,2,3,3,2,0,1,1,1,1,0,3,0,3,1,1,6,0,5,5,1,1,3,120
3,2,1,1,1,1,0,1,0,0,0,0,0,2600,2,0,1,1,1,1,1,1,1,1,1,1,1,0,3,5,5,5,3,2,5,3,3,5,3,1,1,1,1,1,0,4,1,1,1,1,6,0,9,9,1,1,3,120
5,1,1,1,1,1,0,1,0,0,0,0,0,499,2,0,1,1,1,1,1,1,1,1,1,1,1,0,4,5,5,5,3,4,4,2,3,3,2,0,0,0,1,1,0,3,0,3,1,1,5,0,2,2,1,2,3,120
4,1,2,1,1,1,0,0,0,0,0,0,0,699,2,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,3,4,3,4,5,5,0,1,1,1,1,0,2,0,3,1,1,6,0,2,2,1,2,3,120
4,1,1,1,1,0,1,1,0,0,0,1,1,299,2,0,1,1,1,1,1,1,1,1,1,1,1,0,3,5,3,3,3,4,3,2,2,4,1,0,1,0,0,1,0,4,0,3,1,1,7,0,15,15,1,2,2,120
6,1,1,1,1,1,0,1,0,1,0,1,1,750,2,0,1,1,1,1,1,1,1,1,1,1,1,0,3,5,5,5,1,4,2,3,3,3,4,0,1,0,1,1,0,3,0,3,1,1,6,0,1,1,0,2,3,120
4,1,1,1,1,1,0,0,0,0,0,0,0,990,2,0,1,1,1,1,1,1,1,1,1,1,1,0,4,4,5,4,3,4,3,2,3,3,4,0,0,0,0,1,0,3,0,4,0,1,6,0,16,16,0,1,3,120
4,1,1,1,1,0,1,1,1,1,0,1,1,398,2,30,1,1,1,1,1,1,1,1,1,1,1,0,3,5,5,3,5,4,3,5,4,3,3,0,1,1,0,1,0,4,0,4,1,1,7,0,10,10,1,1,3,150
5,1,1,1,1,0,1,1,1,0,0,1,1,300,2,30,1,1,1,1,1,1,1,1,1,1,1,0,3,5,4,3,3,2,NA,NA,2,4,2,0,1,0,1,1,0,3,0,3,1,1,6,0,15,15,1,2,3,150
5,1,1,1,1,1,0,1,0,1,0,0,0,750,2,30,1,1,1,1,1,1,1,1,1,1,1,0,3,5,5,3,5,4,2,4,5,5,3,0,1,1,1,1,0,2,1,3,1,1,6,0,1,1,0,2,3,150
5,1,1,1,1,1,0,1,0,0,0,1,1,1800,3,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,3,3,1,2,3,4,1,1,1,1,1,1,0,2,0,2,1,1,6,0,2,2,0,1,3,180
5,2,1,1,1,1,0,0,0,0,0,0,0,1000,4,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,3,5,4,2,4,5,3,0,1,1,1,1,0,2,0,3,1,1,6,0,2,2,1,1,3,240
4,2,2,1,1,1,0,1,0,0,0,0,0,599,4,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,2,4,3,2,4,4,2,0,1,1,1,1,0,4,0,3,1,1,6,0,19,19,0,1,3,240
4,2,1,1,1,1,0,1,0,1,0,1,1,800,4,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,1,4,5,4,0,0,1,1,0,0,3,0,4,1,1,7,0,2,2,1,1,3,240
5,2,1,1,1,1,0,0,0,0,0,1,1,1500,4,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,3,2,5,4,4,3,1,1,1,1,1,0,1,0,4,1,1,6,0,15,15,0,2,3,240
5,2,2,1,1,1,0,0,0,0,0,0,0,2000,4,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,2,3,4,4,2,4,3,0,0,0,1,0,0,2,0,3,1,1,6,0,2,5,1,2,3,240
5,1,1,1,1,1,0,1,0,1,1,1,0,1800,4,0,1,1,1,1,1,1,1,1,1,1,1,0,3,5,5,5,3,3,2,3,2,4,3,0,1,0,1,1,0,2,0,3,1,1,5,0,7,7,1,1,3,240
3,1,1,1,1,1,0,1,0,1,0,1,0,800,4,0,1,1,1,1,1,1,1,1,1,1,1,0,3,5,3,5,3,3,3,1,3,5,3,1,1,1,1,0,0,3,0,4,1,1,6,0,16,16,1,2,3,240
4,1,1,1,1,1,0,1,0,0,0,0,1,999,4,0,1,1,1,1,1,1,1,1,1,1,1,0,4,5,5,5,3,3,3,3,4,5,3,1,1,1,1,1,0,3,0,4,0,1,5,0,2,2,1,1,3,240
3,1,1,1,1,1,0,0,0,0,0,0,0,1000,4,0,1,1,1,1,1,1,1,1,1,1,1,0,4,5,5,5,2,3,4,2,3,4,2,0,0,1,0,0,0,4,1,4,1,1,6,0,1,1,1,1,2,240
5,1,1,1,1,1,0,1,1,1,0,0,1,499,4,30,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,2,2,5,2,1,1,0,0,1,0,2,0,3,1,1,7,0,16,16,0,2,3,270
3,2,2,1,1,1,0,0,0,1,0,0,1,600,5,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,4,3,3,3,4,3,0,1,0,0,1,0,3,1,4,1,1,6,0,9,1,0,2,3,300
4,1,2,1,1,0,1,1,0,1,0,1,1,299,5,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,3,2,1,5,3,3,1,1,0,1,1,0,3,1,3,1,1,6,0,9,9,1,2,3,300
3,1,1,1,1,1,0,1,0,1,0,0,1,800,5,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,2,5,5,5,5,5,5,0,1,1,0,1,0,4,0,3,0,1,6,0,16,16,1,1,1,300
5,3,2,1,1,1,0,1,0,0,1,0,1,499,6,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,4,3,1,3,4,5,1,1,0,1,0,0,1,0,4,1,1,4,0,16,16,0,1,8,360
3,2,1,1,1,1,0,0,0,0,0,0,0,2500,6,0,1,1,1,1,1,1,1,1,1,1,1,0,4,5,5,5,5,5,3,1,3,4,5,1,1,1,1,1,0,3,0,4,1,1,6,0,9,NA,0,1,2,360
2,1,2,1,1,1,0,0,0,0,0,0,0,1000,6,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,3,5,5,3,5,5,3,0,0,1,0,0,0,4,0,4,0,1,4,0,1,1,0,2,3,360
3,1,2,1,1,1,0,1,0,1,0,1,1,600,6,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,3,3,4,3,4,2,3,1,1,1,1,1,0,3,1,4,1,1,6,0,15,13,0,1,1,360
5,1,1,1,1,1,0,1,0,1,0,0,0,1150,6,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,3,2,2,4,3,1,1,0,0,1,0,3,1,3,1,1,6,0,2,2,1,2,1,360
3,1,1,1,1,1,0,1,1,1,0,1,1,500,7,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,4,4,5,4,4,3,5,3,0,1,1,1,1,0,3,1,4,1,1,6,0,20,20,0,2,3,420
3,1,1,1,1,1,0,1,1,1,0,1,1,600,7,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,4,3,4,3,3,4,3,0,1,1,1,1,0,4,1,3,1,1,6,0,2,2,1,2,3,420
3,2,1,1,1,1,0,1,0,0,0,1,1,500,10,0,1,1,1,1,1,1,1,1,1,1,1,0,3,5,5,5,5,5,4,4,5,5,5,0,1,1,1,1,0,2,1,3,1,1,7,0,3,3,1,1,3,600
5,1,1,1,1,1,0,1,0,0,0,0,0,299,10,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,3,3,2,2,5,3,3,1,1,0,1,1,0,3,1,2,1,1,6,0,2,2,1,2,3,600
3,1,2,1,1,1,0,0,1,0,0,1,1,700,10,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,4,5,5,4,4,1,1,4,3,0,1,1,1,1,0,3,0,2,0,1,6,0,1,1,0,1,3,600
2,2,1,1,1,1,0,0,0,0,0,0,0,700,12,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,4,2,2,2,5,5,5,0,1,0,1,1,0,4,0,2,1,1,6,0,1,3,1,2,2,720
3,1,1,1,1,1,0,1,0,1,0,1,1,700,12,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,4,3,5,4,5,3,0,1,1,1,1,0,3,1,3,1,1,6,0,2,2,1,2,3,720
2,1,1,1,1,1,0,1,1,1,0,0,1,499,15,0,1,1,1,1,1,1,1,1,1,1,1,0,3,5,5,5,5,2,2,1,5,4,2,0,1,1,1,1,0,2,1,4,1,1,6,0,7,7,1,2,2,900
4,2,2,1,1,1,0,0,0,0,0,0,1,700,16,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,3,5,4,5,3,2,2,3,5,1,1,1,1,1,0,3,1,3,1,1,6,0,9,5,0,1,3,960
3,3,1,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,4,4,5,4,4,4,5,5,1,1,1,0,0,0,4,0,4,1,1,4,0,9,9,1,2,3,NA
6,2,1,1,1,1,0,1,0,0,0,0,0,800,1,0,1,1,1,0,0,0,0,0,0,1,0,0,3,4,3,0,0,0,0,0,0,4,0,0,1,1,1,1,0,3,0,3,1,1,5,0,2,2,1,1,8,60
4,1,2,1,1,1,0,0,0,0,1,0,1,1399,5,0,1,1,1,1,1,0,0,0,0,0,0,0,5,5,4,4,4,0,0,0,0,0,0,0,1,1,0,0,0,3,1,3,1,1,6,0,6,6,1,2,3,300
2,1,1,1,1,1,0,1,0,0,0,0,1,700,10,0,1,1,1,1,1,0,0,0,0,0,0,0,3,5,3,5,4,0,0,0,0,0,0,0,1,1,1,1,0,3,1,2,1,1,4,0,2,2,1,1,4,600
2,1,1,1,1,1,0,1,0,1,0,0,0,NA,10,0,1,1,1,1,1,0,0,0,0,0,0,0,3,5,4,4,4,0,0,0,0,0,0,0,1,1,1,1,0,1,1,4,1,1,4,0,10,10,1,2,3,600
5,2,1,1,1,1,0,0,0,0,0,0,0,500,NA,NA,1,1,1,1,0,0,0,0,0,0,1,0,4,5,5,4,0,0,0,0,0,0,4,0,1,1,1,1,0,3,1,3,1,1,4,0,9,9,1,1,3,NA
6,1,1,1,1,0,1,1,0,1,0,0,0,190,2,0,1,1,1,1,0,0,0,0,1,0,1,0,3,5,3,5,0,0,0,0,3,0,4,0,1,0,1,1,0,3,0,2,1,1,4,0,2,2,1,1,1,120
4,1,1,1,1,1,0,0,0,0,0,0,1,799,2,0,1,1,1,0,0,0,0,1,1,0,1,0,5,5,5,0,0,0,0,NA,3,0,4,0,1,1,0,1,0,3,1,3,0,1,6,0,16,16,1,1,3,120
3,1,2,1,1,1,0,1,0,1,0,0,1,1399,2,0,1,1,1,1,1,0,0,0,1,0,0,0,5,5,4,4,4,0,0,0,2,0,0,0,1,0,1,1,0,2,1,3,0,1,6,0,9,9,0,2,2,120
3,3,1,1,1,1,0,0,0,0,0,0,0,2400,3,0,1,1,1,1,1,0,0,1,0,0,0,0,4,5,3,5,4,0,0,2,0,0,0,0,1,0,0,1,0,2,0,3,0,1,4,0,13,13,1,2,3,180
5,1,2,1,1,0,1,1,0,0,0,1,1,550,3,0,0,1,1,1,0,0,0,1,1,0,1,0,0,5,3,5,0,0,0,1,2,0,5,0,0,0,0,1,0,2,0,2,1,1,4,0,16,16,1,2,3,180
3,2,1,1,1,0,1,1,0,0,0,1,0,300,4,0,1,1,1,1,1,0,0,0,0,1,0,0,3,5,5,3,5,0,0,0,0,3,0,0,0,1,1,0,0,2,0,4,1,1,6,0,9,9,0,2,3,240
3,1,2,1,1,1,0,1,0,0,0,0,1,1300,8,0,1,1,1,1,1,0,0,0,0,1,0,0,3,5,4,5,4,0,0,0,0,2,0,0,1,0,0,1,0,3,1,3,1,1,4,0,2,2,0,2,3,480
4,1,1,1,1,0,1,1,1,0,0,1,0,300,0,30,1,1,1,1,1,1,0,0,1,0,0,0,3,5,5,5,4,2,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,1,6,0,9,9,1,2,3,30
5,2,1,1,1,1,0,1,0,0,0,0,0,500,1,0,1,1,1,0,0,0,0,1,1,1,1,0,5,5,4,0,0,0,0,3,3,3,4,1,1,1,1,0,0,3,0,4,1,1,5,0,16,16,1,1,3,60
6,2,1,1,1,1,0,1,1,0,0,0,0,500,1,30,1,1,1,0,1,1,0,0,1,1,0,0,3,5,4,0,5,NA,0,0,2,3,0,1,1,0,1,1,0,2,1,3,1,1,6,0,9,9,1,1,2,90
7,1,1,1,1,1,0,0,0,0,0,0,0,288,1,30,1,1,1,1,1,0,0,1,0,1,0,0,5,5,3,5,4,0,0,2,0,1,0,0,0,0,0,1,0,3,0,1,0,1,2,0,1,1,1,2,3,90
5,1,1,1,1,1,0,1,0,1,1,0,1,999,4,0,1,1,1,1,0,0,0,0,1,1,1,0,3,5,2,5,0,0,0,0,1,3,4,0,1,0,1,1,0,3,0,3,0,1,4,0,11,11,1,2,3,240
5,1,1,1,1,1,0,1,0,1,1,0,0,460,4,30,1,1,1,1,1,0,0,0,1,0,1,0,3,5,3,4,5,0,0,0,3,0,NA,0,1,1,1,1,0,2,0,3,1,1,4,0,11,11,1,1,3,270
4,1,2,1,1,1,0,0,0,1,0,0,1,699,8,0,1,1,1,1,0,0,0,1,1,0,1,0,1,5,4,5,0,0,0,1,3,0,4,0,1,0,1,1,0,3,1,1,0,1,6,0,5,5,1,1,3,480
3,1,1,1,1,1,0,1,0,0,0,1,0,NA,8,0,1,1,1,1,1,0,0,0,1,1,0,0,2,4,5,5,4,0,0,0,NA,3,0,0,1,1,1,1,0,3,1,3,1,1,6,0,9,9,1,2,3,480
6,1,1,1,1,1,0,0,0,1,0,0,1,1000,0,30,1,1,1,1,1,0,1,0,0,1,1,0,3,5,2,2,2,0,2,0,0,3,5,0,0,0,0,0,0,3,0,3,1,1,4,0,5,5,1,1,1,30
6,1,1,1,1,1,0,0,0,0,0,0,0,1100,2,0,1,1,1,1,1,0,0,0,1,1,1,0,3,5,5,5,3,0,0,0,NA,3,5,1,0,0,1,0,0,2,0,3,0,1,5,0,16,16,1,1,2,120
3,1,1,1,1,1,0,0,0,0,0,0,0,700,2,30,1,1,1,1,1,1,1,0,0,1,0,0,4,5,5,3,4,2,2,0,0,1,0,0,1,1,1,0,0,2,0,1,1,1,6,0,15,15,0,2,1,150
3,1,2,1,1,1,0,1,0,1,1,1,1,1000,4,0,1,1,1,1,1,1,0,0,1,1,0,0,3,5,5,5,4,3,0,0,2,3,0,0,1,1,1,0,0,3,1,2,1,1,6,0,1,1,1,1,3,240
1,1,1,1,1,0,1,0,0,1,0,1,1,NA,4,0,1,1,1,1,0,0,1,0,1,1,1,0,3,5,4,5,0,0,2,0,1,1,4,0,1,0,0,1,0,3,1,3,1,1,3,0,5,5,1,1,2,240
3,1,1,1,1,1,0,1,0,0,0,0,0,600,5,0,1,1,1,1,1,0,0,1,1,1,0,0,3,5,3,5,5,0,0,2,2,2,0,0,1,0,1,1,0,2,0,3,1,1,6,0,9,9,1,2,3,300
3,1,1,1,1,1,0,1,1,0,0,0,1,1000,5,0,1,1,1,1,1,0,0,0,1,1,1,0,5,5,5,5,2,0,0,0,3,3,5,1,1,0,1,0,0,3,0,4,1,1,6,0,5,5,1,1,3,300
6,2,2,1,1,1,0,0,0,1,0,1,0,499,5,30,1,1,1,1,1,1,0,0,1,0,1,0,4,4,4,5,5,3,0,0,1,0,3,0,1,0,0,0,0,2,0,4,0,1,6,0,8,8,1,1,3,330
3,1,1,1,1,1,0,0,0,0,0,0,0,500,10,0,1,1,1,1,1,1,0,0,1,1,0,0,4,5,5,4,4,3,0,0,2,3,0,0,1,1,1,1,0,3,1,3,1,1,6,0,15,15,1,2,3,600
5,1,2,1,1,1,0,1,0,1,0,1,1,499,2,0,1,1,1,1,1,1,1,1,0,1,0,0,3,5,5,3,4,2,3,2,0,2,0,1,1,0,0,1,0,3,1,2,1,1,6,0,19,19,1,2,3,120
3,1,2,1,1,1,0,1,1,1,0,1,1,500,3,0,1,1,1,1,1,0,0,1,1,1,1,0,5,5,5,5,3,0,0,3,3,3,5,0,1,0,0,1,0,3,1,4,1,1,6,0,1,1,0,1,3,180
3,1,1,1,1,1,0,0,0,0,0,0,1,699,3,0,1,1,1,1,1,0,1,1,0,1,1,0,3,5,5,5,2,0,3,1,0,3,5,0,1,1,1,1,0,4,1,4,1,1,6,0,2,2,1,1,2,180
4,1,1,1,1,1,0,0,0,0,0,0,0,980,3,0,1,1,1,1,1,0,1,0,1,1,1,0,3,5,5,5,3,0,2,0,2,3,4,0,1,0,0,1,0,3,0,3,0,1,3,0,12,12,1,1,3,180
